Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
751589,Tina,Wright,M,1963-10-30,54.09,2023-08-22,Nelson LLC,Restaurant
254468,Chris,Stone,M,1950-11-02,130.44,2023-03-31,Hobbs-Evans,Cosmetic
651224,Bethany,Black,M,1982-10-25,219.69,2023-07-06,Maldonado LLC,Travel
203751,Samantha,Morrison,M,1973-10-27,66.74,2023-05-14,Gardner-Sanchez,Clothing
409985,Stephanie,Powell,M,1970-10-28,248.63,2023-06-22,"Hernandez, Shaw and Mcconnell",Market
885772,Manuel,Nguyen,F,1994-10-22,48.44,2023-09-21,"Carroll, Simon and Stewart",Restaurant
543959,James,Edwards,F,1974-10-27,815.78,2023-02-23,"Hall, Allen and Yang",Electronics
514487,Brenda,Mercado,M,2003-10-20,46.41,2023-09-11,"Koch, Ross and Mcdonald",Clothing
52472,Frank,Livingston,M,1992-10-22,867.13,2023-08-01,Sutton-Wilkerson,Electronics
465977,Jeffrey,Perry,M,1964-10-29,329.03,2023-09-12,Moore-Guerra,Market
164096,Sharon,Reed,F,1987-10-24,141.17,2023-01-04,"Smith, Howell and Blair",Market
183191,Robert,Burns,,1980-10-25,84.94,2023-03-12,May-Harmon,Market
684121,Dean,Johnston,F,1987-10-24,173.89,2023-06-02,"Barry, Brown and Nelson",Clothing
121462,Michelle,Daugherty,F,1997-10-21,48.03,2023-02-22,Reynolds Inc,Restaurant
826120,Tommy,Little,F,1991-10-23,187.15,2023-01-16,"Mendoza, Flores and Ochoa",Travel96758,Ashley,Carr,M,1976-10-26,12.26,2023-06-10,Howard-Miller,Restaurant
884080,Joseph,Meadows,F,1980-10-25,147.62,2023-03-15,"Jackson, Ramirez and Jones",Cosmetic
34415,Juan,Kelly,F,1995-10-22,2770.66,2023-07-28,Peterson LLC,Travel
164888,Christina,Ellis,F,2001-10-20,654.39,2023-07-29,Ward-Klein,Electronics
677049,Martha,Gonzales,M,1951-11-02,23.42,2023-05-17,Kelly-Jones,Clothing
289003,John,Woods,F,1957-10-31,1949.03,2023-01-01,Stephens-Shelton,Travel
385557,Keith,Clark,F,2003-10-20,47.85,2023-04-17,Smith Inc,Restaurant
665628,Alejandro,Reed,F,1990-10-23,40.42,2023-08-20,"Odonnell, Bright and Lewis",Clothing
95705,Amber,Taylor,F,1967-10-29,263.62,2023-01-20,Rogers and Sons,Clothing
697024,Michael,Hines,,1961-10-30,76.6,2023-08-04,Oconnor PLC,Cosmetic
273487,David,Morrison,F,2002-10-20,21.85,2023-04-06,Yu and Sons,Restaurant
828224,Jennifer,Quinn,M,1949-11-02,154.36,2023-10-08,Phillips Inc,Market
641695,Nicholas,Jones,F,2001-10-20,40.39,2023-09-14,"Mccormick, Adkins and Cobb",Restaurant
410859,Christy,Ramos,F,1995-10-22,50.69,2023-10-02,Rogers-Levy,Market
403963,Jamie,Collier,,1970-10-28,311.04,2023-05-30,Matthews PLC,Market
526718,Douglas,Martin,M,1967-10-29,1616.19,2023-07-01,"Jackson, Ray and Cooper",Travel
364086,Holly,Jackson,M,1952-11-01,839.12,2023-03-23,Carey Ltd,Electronics
178510,Kimberly,Klein,F,1969-10-28,287.34,2023-08-18,"Chang, Blevins and Miller",Market
143865,Fernando,Oliver,F,1956-10-31,246.62,2023-08-02,Patterson-Davenport,Market
946664,Yvonne,Silva,M,1958-10-31,168.28,2023-01-26,Rice-Ramos,Cosmetic
800246,Margaret,Carter,,1996-10-21,96.41,2023-03-21,"Miller, Foster and Reed",Cosmetic
884621,Charles,Glover,F,1963-10-30,344.34,2023-07-20,Kim and Sons,Electronics
420838,Aaron,Mckee,,1975-10-27,231.65,2023-02-21,Arnold-Blackburn,Market
59633,Derrick,Aguilar,M,1967-10-29,211.58,2023-03-27,Montgomery-Ruiz,Market
361536,Kurt,Dennis,M,1970-10-28,234.16,2023-05-24,"Davis, Griffin and Gates",Clothing
496809,Timothy,Collier,M,1950-11-02,10.51,2023-09-28,"Baker, Schaefer and Brown",Market
471552,Courtney,Johnson,M,1981-10-25,304.25,2023-04-16,Bryant-Sanchez,Electronics
450062,Joy,Padilla,F,1951-11-02,278.38,2023-07-23,Frost-Smith,Market
925651,Carol,Wilson,M,1976-10-26,159.44,2023-05-18,Arnold Ltd,Clothing
155186,Lawrence,Williams,F,2005-10-19,21.79,2023-08-29,Cook-Moore,Restaurant
838514,Andrew,Armstrong,M,2004-10-19,231.35,2023-03-02,Miller Inc,Clothing
981118,Anthony,Arnold,M,1971-10-28,2362.42,2023-06-28,"Thomas, Simpson and Tyler",Travel
658610,Nicole,Peterson,M,1965-10-29,395.33,2023-03-20,"Bryant, Mcbride and White",Market
463162,Stephanie,Miller,,1958-10-31,958.43,2023-04-28,Young and Sons,Electronics
707412,Derek,Thompson,F,1985-10-24,94.93,2023-08-27,"Fuller, Bowen and Davis",Restaurant
514027,Nicole,Kaufman,,1964-10-29,521.53,2023-06-14,Jackson and Sons,Electronics
370935,Hector,Saunders,M,1966-10-29,56.48,2023-06-23,"Waters, Morse and Gray",Market
986863,Jesse,Clark,F,1973-10-27,58.8,2023-05-15,"Richard, Hill and Cohen",Restaurant
67931,Rebecca,Gamble,,1963-10-30,313.71,2023-01-31,Dawson-Ellis,Market
908317,Catherine,Evans,M,1980-10-25,22.38,2023-08-27,"Green, Wilson and Henry",Restaurant
347539,Andres,Mckinney,M,1966-10-29,11.83,2023-01-25,Smith-Martinez,Restaurant
726123,Alexander,Li,,2000-10-20,202.12,2023-06-12,Patel LLC,Market
79597,Lindsay,Thompson,M,1955-11-01,246.7,2023-05-22,Moreno-Fernandez,Travel
95898,Raymond,Ayala,M,1969-10-28,58.75,2023-05-05,Webster and Sons,Restaurant
802243,Alison,Leon,F,1973-10-27,2128.0,2023-05-28,Hays-Leon,Travel
805206,Lisa,Chavez,F,1949-11-02,86.96,2023-08-28,Horton LLC,Cosmetic
140219,Michele,Anderson,F,1986-10-24,79.0,2023-06-08,"Brown, Jones and Perez",Cosmetic
796551,Patricia,Jordan,F,1956-10-31,141.06,2023-05-12,Bass Inc,Cosmetic
465123,Samuel,Cabrera,F,1972-10-27,95.21,2023-05-26,Fleming-Cantrell,Restaurant
428576,Jennifer,Tapia,F,1981-10-25,11.98,2023-04-18,Miller-Taylor,Restaurant
672487,Elizabeth,Johnson,M,1961-10-30,381.13,2023-09-17,Williams Inc,Market
471101,Christopher,Lewis,,1980-10-25,442.32,2023-06-20,Parker-Carey,Electronics
661557,Stephanie,Tran,F,1964-10-29,2311.32,2023-10-10,Roberts and Sons,Travel
354655,Diane,Hudson,F,2004-10-19,269.51,2023-08-09,Robertson-Golden,Clothing
41196,Michael,Williams,F,1978-10-26,1854.31,2023-04-03,"Valdez, Carter and Brown",Travel
202678,Joseph,Powell,F,1964-10-29,1270.81,2023-02-21,Potts-Wood,Travel
292008,Kelsey,Ibarra,F,2003-10-20,104.15,2023-06-15,Higgins Ltd,Clothing
313343,William,Willis,M,1988-10-23,996.09,2023-06-24,Jones and Sons,Electronics
918581,Carrie,Nguyen,,1998-10-21,230.32,2023-05-14,Harrison-Rose,Clothing
449817,Betty,Charles,F,1979-10-26,77.12,2023-04-19,"Moore, Thompson and Russell",Restaurant
147364,Shannon,Ruiz,M,1961-10-30,77.43,2023-03-23,Casey-Powers,Electronics
595276,Carolyn,Brown,M,1975-10-27,429.49,2023-02-05,"Hayes, Ross and Smith",Market
266510,Travis,Reed,,2003-10-20,537.66,2023-03-24,"Perkins, Jimenez and Hunter",Electronics
138959,Regina,Woods,,1994-10-22,2371.02,2023-08-22,Robinson-Mitchell,Travel
465981,Kimberly,Bennett,F,1987-10-24,1868.64,2023-02-26,"Ortiz, Carpenter and Collins",Travel
528337,Michael,Paul,M,1960-10-30,201.37,2023-02-21,Anderson Inc,Clothing
538549,Wayne,Madden,F,1979-10-26,149.98,2023-07-22,Stanley-Morris,Market
806417,Selena,Lewis,,1985-10-24,75.65,2023-06-23,Stone Group,Electronics
247945,Lisa,Morse,M,2000-10-20,134.33,2023-01-02,Vega-Jackson,Cosmetic
880747,Sarah,Mann,M,1991-10-23,2433.47,2023-06-13,Greene Inc,Travel
63966,Bianca,Bell,,1980-10-25,54.06,2023-06-14,Herring-Walsh,Clothing
269658,Michael,Reid,F,2002-10-20,83.38,2023-02-24,Holt and Sons,Clothing
998320,Brenda,Haas,M,1963-10-30,90.16,2023-09-17,Hill LLC,Restaurant
538301,Anita,Ramirez,,1997-10-21,274.8,2023-07-14,Brown Group,Clothing
664294,Ashley,Smith,M,2005-10-19,927.47,2023-01-07,Turner Group,Travel
949304,Deborah,Leonard,F,1997-10-21,66.11,2023-01-14,Nguyen-Booth,Clothing
71844,Christopher,Harmon,F,2003-10-20,144.23,2023-01-04,"Frazier, Edwards and Wall",Cosmetic
160904,Scott,Chase,M,1971-10-28,2163.17,2023-04-10,"Hudson, Fry and Moore",Travel
140041,Erika,Vazquez,F,1965-10-29,701.38,2023-01-02,Miller LLC,Electronics
760246,Joseph,Jones,F,1981-10-25,50.36,2023-04-01,"Jones, Sutton and Burton",Restaurant
954346,Patrick,Knight,M,1955-11-01,94.07,2023-03-17,Lewis Ltd,Cosmetic
603507,Scott,Daniels,M,1960-10-30,125.92,2023-07-29,"Kelly, Osborne and Moore",Clothing
428653,Shannon,Duke,F,2000-10-20,193.66,2023-05-08,"Wright, Christian and Moon",Clothing
483307,Joseph,Torres,F,2001-10-20,78.67,2023-09-19,Lang-Powell,Electronics
80027,Denise,Mathews,,1957-10-31,264.96,2023-03-16,Stone-Joseph,Market
524694,Michael,Yang,F,1968-10-28,974.83,2023-03-03,"Jones, Cortez and Weaver",Travel
779318,Robert,Mendoza,F,1985-10-24,13.91,2023-02-14,Shelton PLC,Restaurant
714392,Madison,Liu,F,1992-10-22,199.06,2023-07-17,Whitehead-Santos,Clothing
97841,Kristin,Richardson,,1966-10-29,624.17,2023-05-15,"Hart, Lynch and Gonzalez",Electronics
814720,James,Stewart,,1991-10-23,202.51,2023-04-09,"Anderson, Garcia and Beard",Market
713796,Mark,Anderson,M,1969-10-28,88.84,2023-10-06,Haney-Palmer,Cosmetic
999791,Kyle,Wade,F,1981-10-25,50.64,2023-05-21,Brown Ltd,Restaurant
514760,Harold,Smith,M,1956-10-31,212.61,2023-10-05,Melendez-Bennett,Clothing
671409,James,Parker,M,1971-10-28,1658.37,2023-06-01,"Hall, Wright and Jefferson",Travel
787275,Rebecca,Lopez,M,1995-10-22,53.81,2023-02-06,Nelson Inc,Market
416580,Sherri,Rich,M,1971-10-28,45.31,2023-03-17,"Wright, James and Smith",Cosmetic
584239,Christopher,Campbell,M,1958-10-31,73.39,2023-05-26,Johnson Inc,Restaurant
883989,Cameron,Nielsen,M,1974-10-27,45.99,2023-07-11,Evans LLC,Restaurant
810891,Chase,Garcia,F,1988-10-23,131.53,2023-04-22,Ingram-Lucas,Electronics
311624,Donald,Glass,M,1984-10-24,31.97,2023-09-21,Weiss Ltd,Clothing
173126,Michael,Williams,M,1985-10-24,288.53,2023-02-17,Mcmillan Inc,Clothing
820056,Christopher,Reynolds,M,1994-10-22,2774.08,2023-10-10,Hall and Sons,Travel
683369,Mark,Bailey,F,1948-11-02,306.21,2023-06-08,"Velasquez, Shah and Thomas",Market
269539,John,Davis,F,1972-10-27,214.52,2023-04-07,"Aguilar, Rodriguez and Cruz",Clothing
757732,Roger,Riley,F,1962-10-30,85.54,2023-08-16,Adkins-Weiss,Cosmetic
604713,Ashley,Campbell,F,1960-10-30,105.78,2023-02-04,"Levy, Nelson and Wilson",Clothing
77950,Jason,Jones,M,2004-10-19,424.61,2023-09-21,Campbell-Newman,Market
427939,Gwendolyn,Wiley,M,1969-10-28,136.61,2023-03-07,Wilson PLC,Clothing
152372,Richard,Williams,,1976-10-26,775.24,2023-05-23,Jones Group,Electronics
197007,Kathy,Maldonado,F,1999-10-21,273.92,2023-06-17,"Hernandez, Wiggins and Duncan",Clothing
308476,Sean,Reilly,F,2000-10-20,140.4,2023-07-17,Garcia Group,Clothing
805058,Kayla,Holt,M,1983-10-25,289.85,2023-03-28,Thornton-Ibarra,Electronics
212969,Amy,Powell,F,2001-10-20,209.17,2023-04-08,Guerrero-Delgado,Market
111995,Melissa,Turner,F,1973-10-27,73.27,2023-09-04,Reyes-Perkins,Restaurant
613364,Tina,Lucas,F,1982-10-25,284.62,2023-06-19,James-Bennett,Electronics
838364,Matthew,Moody,M,1972-10-27,866.42,2023-07-17,"Hill, Bell and Morris",Electronics
252520,Anthony,Armstrong,,2004-10-19,2720.55,2023-02-13,Proctor-Rodgers,Travel
358563,Richard,Lowery,M,1986-10-24,36.44,2023-08-29,"Robles, Jackson and Lang",Clothing
231013,Joan,Marquez,M,1953-11-01,529.08,2023-04-14,Mullen-Jones,Travel
311124,Jacqueline,Gonzalez,F,1977-10-26,524.45,2023-09-03,Downs-Donovan,Electronics
752844,Paul,Potter,M,1986-10-24,31.99,2023-01-12,Mejia-Farley,Clothing
872305,Kevin,Hensley,F,1950-11-02,123.18,2023-01-02,Chan-Myers,Clothing
696669,Jose,Green,,1956-10-31,10.02,2023-05-06,Reed-Warner,Cosmetic
455713,Erin,Baker,M,1974-10-27,59.0,2023-04-12,Fisher Group,Restaurant
985602,Kimberly,Gonzalez,M,1950-11-02,232.62,2023-09-03,"Orozco, Patterson and Robinson",Clothing
209862,Barbara,Collins,M,1990-10-23,173.02,2023-01-17,Nichols-Brown,Cosmetic
259800,Kelly,Bush,F,1976-10-26,168.69,2023-02-14,"Jones, Franklin and Lambert",Cosmetic
733597,David,Morgan,F,1986-10-24,58.04,2023-02-22,Mann-Mccormick,Restaurant
655471,Amy,Davis,F,2005-10-19,464.17,2023-02-22,Burke Group,Market
827843,Jacqueline,Gordon,F,1973-10-27,766.06,2023-05-15,Wu LLC,Travel
726336,David,Barber,F,1953-11-01,39.24,2023-01-17,Lopez-Gonzalez,Restaurant
7793,Linda,Pittman,F,1948-11-02,12.67,2023-02-16,Gray-Smith,Restaurant
151825,Sara,Gonzalez,M,1949-11-02,1981.24,2023-10-04,"Frey, Davis and Davis",Travel
178979,Jennifer,Villegas,M,1984-10-24,215.27,2023-02-03,Taylor-Lewis,Market
59423,Franklin,Mason,F,1962-10-30,290.5,2023-05-16,"Parsons, Ballard and Kelley",Clothing
957395,Eric,Richard,M,1988-10-23,425.61,2023-09-03,Scott Ltd,Market
187306,Michael,Acosta,,1962-10-30,226.16,2023-07-01,"Goodwin, Lopez and Skinner",Clothing
379290,Robert,Ramos,M,1970-10-28,115.83,2023-07-20,Duran-Hawkins,Clothing
508537,Whitney,Jones,,1960-10-30,147.81,2023-08-09,"Thomas, Harrell and Davenport",Market
760506,Anthony,Ball,M,1971-10-28,2471.45,2023-08-04,Richards Ltd,Travel
830134,Manuel,Mullen,M,1983-10-25,200.02,2023-02-19,"Jennings, Lopez and Lamb",Clothing
228033,George,Sullivan,M,1960-10-30,1893.84,2023-09-24,Cox-Brown,Travel
115511,Brandy,Whitehead,M,1950-11-02,265.58,2023-04-25,Nicholson-Gonzales,Clothing
857685,Todd,Hunt,M,1983-10-25,105.68,2023-06-23,"Meyer, Ryan and Conway",Market
659582,Brianna,Brown,F,1996-10-21,18.96,2023-06-11,"Ellis, Chambers and Wilson",Cosmetic
845147,Teresa,Hunter,F,1954-11-01,241.12,2023-08-21,Fernandez Group,Clothing
975406,Tabitha,Wood,,1962-10-30,2648.72,2023-08-05,Little-Solomon,Travel
216148,Sheila,Hall,M,1980-10-25,488.7,2023-04-07,Robinson-Gibson,Electronics
325243,Cory,Hernandez,F,1975-10-27,98.1,2023-05-19,"Gonzalez, Lowe and Key",Restaurant
36470,Mary,Rodriguez,F,1978-10-26,764.15,2023-07-04,"Hernandez, Johnson and Anderson",Electronics
895352,Kimberly,Smith,F,1958-10-31,82.77,2023-04-24,"Robles, Miller and Perez",Restaurant
512231,Gregory,Ortega,M,1977-10-26,193.57,2023-06-04,"Smith, Kerr and Brooks",Market
733759,Kim,Gonzalez,F,1993-10-22,593.21,2023-02-22,Hernandez LLC,Electronics
169890,Cassandra,Larson,M,1959-10-31,2585.86,2023-05-30,Martinez Inc,Travel
746742,Deborah,Johnson,F,2002-10-20,484.35,2023-06-26,Tucker-Moreno,Market
376133,Alexander,Holmes,M,1960-10-30,359.88,2023-10-04,Stout-Brock,Market
898170,Gary,Montoya,M,1993-10-22,165.96,2023-04-22,Fox Inc,Cosmetic
766756,Audrey,Ho,M,1973-10-27,52.29,2023-09-13,Davis Group,Market
559660,Ethan,Jackson,F,2002-10-20,76.07,2023-07-11,"Case, Johnson and Wells",Restaurant
523959,Julie,Nelson,M,1988-10-23,161.17,2023-02-27,"Miller, Garza and Harvey",Cosmetic
135321,Erika,Owens,M,1977-10-26,692.42,2023-09-04,Norton LLC,Electronics
956541,Jillian,Greene,F,1949-11-02,85.14,2023-04-30,Anderson-Stephens,Cosmetic
542031,Denise,Wolfe,F,1953-11-01,115.53,2023-07-16,Berry-Huerta,Market
875584,Monique,Bright,M,1954-11-01,51.63,2023-09-02,Tucker Group,Clothing
611091,Melissa,Burns,M,1975-10-27,61.23,2023-08-10,"Smith, Everett and Ellis",Restaurant
670772,Nicholas,Maynard,,1949-11-02,603.67,2023-03-30,Rodriguez Group,Electronics
527458,Edward,Pitts,M,2001-10-20,327.2,2023-04-29,Lewis Ltd,Electronics
403988,Jillian,Gonzales,M,1963-10-30,98.19,2023-06-15,"Aguirre, Thompson and Davis",Restaurant
7829,Kathleen,Carey,M,1962-10-30,18.03,2023-06-16,Gonzalez-Larson,Restaurant
99529,Claudia,Gillespie,M,1991-10-23,128.19,2023-06-17,Li-Lucas,Market
889604,Caitlyn,Dyer,F,1977-10-26,97.47,2023-01-02,Guzman Ltd,Restaurant
531316,Robert,Snyder,F,2005-10-19,537.07,2023-06-24,Williams Group,Travel
443377,Autumn,Hall,M,1994-10-22,791.56,2023-01-02,Bailey and Sons,Electronics
723676,Christopher,York,F,1975-10-27,87.06,2023-02-19,"James, West and Smith",Clothing
609070,Jesse,Dodson,M,1950-11-02,741.27,2023-07-02,Chandler-Watkins,Electronics
848726,Leslie,Walker,M,1994-10-22,527.27,2023-02-21,Green LLC,Electronics
966310,Daniel,Jenkins,M,1980-10-25,80.19,2023-02-10,Taylor-Thompson,Restaurant
618528,Benjamin,Carpenter,M,1983-10-25,14.92,2023-01-04,Owens LLC,Restaurant
696639,Brianna,Harris,M,1956-10-31,196.46,2023-01-24,Wood-Williams,Electronics
537845,Justin,Reed,,1993-10-22,424.43,2023-04-02,Nixon-Thompson,Market
202536,Alex,Bryant,F,1981-10-25,505.33,2023-08-17,Garcia and Sons,Electronics
455049,Jeremiah,Austin,F,1999-10-21,1641.29,2023-06-20,Haley-Smith,Travel
893073,Sheila,Martinez,F,1959-10-31,122.58,2023-02-07,"Romero, Woods and Flores",Cosmetic
513376,Crystal,Brown,,1971-10-28,274.06,2023-10-03,Day LLC,Clothing
6526,Joseph,Horton,F,1969-10-28,344.11,2023-02-17,"Cook, Estrada and Anderson",Market
807777,Zachary,Cooley,M,1949-11-02,83.0,2023-03-29,Henderson Ltd,Restaurant
557862,Michael,Miles,F,2002-10-20,2045.17,2023-07-04,Carter Group,Travel
26510,Jason,Lang,,1960-10-30,93.86,2023-06-16,"Hernandez, Smith and Molina",Market
384523,Jose,Ruiz,M,1950-11-02,265.62,2023-01-22,Stone Ltd,Electronics
491218,Angela,Harmon,,1968-10-28,91.53,2023-05-31,"Henderson, Brooks and Sanchez",Market
382546,Tristan,Gray,,2004-10-19,742.48,2023-06-22,"Powell, Spencer and Abbott",Electronics
326446,Jose,Taylor,M,1954-11-01,2260.68,2023-05-05,Alexander-Miller,Travel
124147,Felicia,Simon,F,1969-10-28,784.94,2023-10-05,"Lester, West and Walker",Travel
401596,Chelsea,King,F,1997-10-21,125.32,2023-01-28,"Cain, Ross and Sanchez",Cosmetic
469417,Kimberly,Maynard,F,1949-11-02,998.0,2023-05-20,"Parker, Fuller and Coleman",Electronics
66785,Kyle,Smith,F,1962-10-30,81.6,2023-09-03,Sanders-Lamb,Restaurant
616911,Glenn,Wright,F,1970-10-28,103.34,2023-08-20,Coleman LLC,Cosmetic
