RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
346,15763859,Brown,840,France,Female,43,7,0,2,1,0,90908.95,0
347,15658935,Freeman,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0
348,15747358,Russell,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
349,15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0
350,15576256,Yusupova,582,France,Male,39,5,0,2,1,1,129892.93,0
351,15659420,Foley,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0
352,15593365,Shih,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0
354,15812007,Power,670,Spain,Male,25,6,0,2,1,1,78358.94,0
355,15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,0
356,15739438,Reed,539,France,Male,30,0,0,2,1,0,160979.66,0
357,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0
358,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1
359,15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28,0
360,15592386,Campbell,520,France,Male,58,3,0,2,0,1,32790.02,0
361,15803716,West,706,Spain,Male,28,3,0,2,0,1,181543.67,0
362,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1
363,15706365,Bianchi,648,France,Female,50,9,102535.57,1,1,1,189543.19,0
364,15745088,Chen,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0
365,15676715,Madukaego,640,France,Male,68,9,0,2,1,1,199493.38,0
366,15613085,Ibrahimova,628,Spain,Female,33,3,0,1,1,1,188193.25,0
367,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0
368,15594720,Scott,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0
369,15684042,Blair,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0
370,15583303,Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,0
371,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0
372,15774696,Cole,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0
373,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0
374,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0
375,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0
376,15758449,Angelo,769,France,Female,39,8,0,1,0,1,21016,0
377,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1
378,15667871,Kerr,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0
379,15677371,Ko,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0
380,15629677,Distefano,687,Spain,Female,39,2,0,3,0,0,188150.6,1
381,15713578,Farrell,483,France,Female,50,9,0,2,1,1,111020.24,0
382,15591509,Milano,690,France,Male,36,7,101583.11,2,1,0,123775.15,0
383,15568240,Ting,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0
384,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0
385,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0
386,15720910,Black,560,France,Female,66,9,0,1,1,1,15928.49,0
387,15721181,Oliver,611,Spain,Male,46,6,0,2,1,0,45886.33,0
388,15776433,Greco,730,Spain,Male,62,2,0,2,1,1,186489.95,0
389,15748936,Whitehead,709,Spain,Female,45,2,0,2,0,1,162922.65,0
390,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,1,0,9262.77,0
391,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0
392,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0
393,15573456,Cunningham,648,Spain,Male,46,9,127209,2,1,0,77405.95,1
394,15684548,Demidov,556,Spain,Male,38,8,0,2,0,0,417.41,1
395,15620505,Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0
396,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0
397,15584766,Knight,557,France,Male,33,3,54503.55,1,1,1,371.05,0
398,15612187,Morin,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0
399,15762218,Mills,701,France,Female,39,9,0,2,0,1,145894.9,0
400,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,1,0,183840.51,1
401,15690452,Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0
402,15747795,Pai,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0
403,15781589,Carpenter,751,Spain,Male,52,8,0,2,0,1,179291.85,0
404,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0
405,15642291,Fontaine,685,France,Male,23,8,0,2,1,1,112239.03,0
406,15692761,Pratt,718,France,Male,36,9,0,1,1,0,45909.87,0
407,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1
408,15745354,Franklin,611,Spain,Female,37,4,0,2,1,0,125696.26,0
409,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0
410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0
411,15566594,McKenzie,709,Spain,Male,23,10,0,2,0,0,129590.18,0
412,15760431,Pino,850,France,Male,38,1,0,2,1,1,80006.65,0
413,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0
414,15801559,Chiang,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1
415,15810432,Moseley,795,Spain,Male,35,8,0,2,1,0,167155.36,0
416,15809616,Hsiung,626,Spain,Male,26,8,0,2,0,0,191420.71,0
417,15720559,Heath,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1
418,15695632,Dellucci,556,France,Female,39,9,89588.35,1,1,1,94898.1,0
419,15659843,Li,643,France,Female,46,6,0,2,0,0,106781.59,0
420,15615624,De Salis,605,France,Female,28,6,0,2,0,0,159508.52,0
421,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1
422,15716186,Richardson,586,France,Female,38,2,0,2,1,0,87168.46,0
423,15674551,Fitch,535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1
424,15622834,Stevenson,678,France,Female,35,4,0,1,1,0,125518.32,0
425,15566111,Estes,596,France,Male,39,9,0,1,1,0,48963.59,0
426,15784597,Lattimore,648,France,Male,26,9,162923.85,1,1,0,98368.24,0
427,15652883,Chung,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0
428,15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0
429,15576313,Wei,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0
430,15806467,Boyle,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1
431,15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1
432,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0
433,15705521,Pisani,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0
434,15595039,Manna,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1
435,15799384,Collier,683,France,Male,33,8,0,1,0,0,73564.44,0
436,15581197,Ricci,762,France,Female,51,3,99286.98,1,0,1,85578.63,0
437,15693737,Carr,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0
438,15624623,Hs?,516,France,Male,35,10,104088.59,2,0,0,119666,0
439,15783501,Findlay,800,France,Female,38,2,168190.33,2,1,0,68052.08,0
440,15690134,Hughes,464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0
441,15782735,Chukwuemeka,626,France,Female,35,3,0,1,0,0,80190.36,0
442,15611088,Genovese,790,France,Female,31,9,0,2,1,0,84126.75,0
443,15672145,Swift,534,France,Female,34,7,121551.58,2,1,1,70179,0
444,15732628,Ugoji,745,France,Male,46,2,122220.19,1,1,1,118024.1,0
445,15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1
446,15803406,Ross,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
447,15730460,Oleary,722,France,Male,37,2,0,1,0,0,120906.83,0
448,15644572,Turnbull,501,France,Male,40,4,125832.2,1,1,1,100433.83,0
449,15694860,Uspensky,675,France,Female,38,6,68065.8,1,0,0,138777,1
450,15658169,Cook,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0
451,15794396,Newbold,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0
452,15785798,Uchechukwu,850,France,Male,40,9,0,2,0,1,119232.33,0
453,15710825,Ch'en,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0
454,15668444,He,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0
455,15726631,Hilton,758,France,Female,39,6,127357.76,1,0,1,56577,0
456,15733797,Sal,506,France,Male,36,5,0,2,1,0,164253.35,0
457,15747960,Eluemuno,733,France,Male,33,3,0,1,1,1,7666.73,0
458,15634632,Titus,711,France,Male,38,3,0,2,1,0,68487.51,0
459,15707362,Yin,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1
460,15662976,Lettiere,637,Spain,Male,37,8,0,1,1,1,186062.36,0
461,15732778,Templeman,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0
462,15718443,Chibuzo,539,France,Male,39,3,0,2,1,0,36692.17,0
463,15670039,Sun,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0
464,15773792,Evans,662,France,Female,32,4,133950.37,1,1,1,48725.68,1
465,15613786,Ogbonnaya,818,Spain,Male,26,4,0,2,1,1,167036.94,0
466,15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,1,0,68777.26,0
467,15663252,Olisanugo,850,Spain,Female,32,9,0,2,1,1,18924.92,0
468,15593782,Brookes,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1
469,15633283,Padovano,536,France,Male,35,8,0,2,1,0,64833.28,0
470,15749167,Fisk,753,France,Male,35,3,0,2,1,1,184843.77,0
471,15759298,Shih,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0
472,15683625,Hare,703,France,Male,37,1,149762.08,1,1,0,20629.4,1
473,15635367,Muir,774,France,Male,26,2,93844.69,1,1,0,28415.36,0
474,15681705,Fanucci,785,France,Male,28,8,0,2,1,0,77231.27,0
475,15603156,Elewechi,571,France,Female,33,1,0,2,1,0,102750.7,0
476,15591986,Johnston,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1
477,15798888,Pisano,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0
478,15809722,Ankudinov,611,France,Female,40,8,100812.33,2,1,0,147358.27,0
479,15677538,Nwokike,569,France,Male,38,7,0,1,1,1,108469.2,0
480,15797736,Smith,658,France,Male,29,4,80262.6,1,1,1,20612.82,0
481,15695585,Atkins,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0
482,15744398,Burns,525,France,Female,23,5,0,2,1,0,160249.1,0
483,15750658,Obiuto,798,France,Male,37,8,0,3,0,0,110783.28,0
484,15578186,Pirozzi,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0
485,15676519,George,615,Spain,Male,61,9,0,2,1,0,150227.85,1
486,15637954,Lewis,730,France,Female,35,0,155470.55,1,1,1,53718.28,0
487,15758639,Moran,641,France,Male,37,7,0,2,1,0,75248.3,0
488,15613772,Dalrymple,542,France,Male,39,3,135096.77,1,1,1,14353.43,1
489,15731744,Carslaw,692,France,Male,30,2,0,2,0,1,130486.57,0
490,15807709,Kirby,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0
491,15714689,Houghton,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0
492,15699005,Martin,710,France,Female,41,2,156067.05,1,1,1,9983.88,0
493,15624170,Tan,639,France,Female,38,4,81550.94,2,0,1,118974.77,0
494,15725679,Hsia,531,France,Female,47,6,0,1,0,0,194998.34,1
495,15585865,Westerberg,673,France,Female,38,2,170061.92,2,0,0,134901.34,1
496,15804256,Hale,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0
497,15662403,Kryukova,622,France,Female,32,6,169089.38,2,1,0,101057.95,0
498,15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,1,1,142838.64,0
499,15591995,Barry,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0
